experiment,step,total_steps,split,loss,train_time_ms,step_avg_ms
,,,train,,,
,{step},{args.num_iterations},val,{val_loss,,
,{step},{args.num_iterations},val,{val_loss,,
,,,train,,,
,{step+1},{args.num_iterations},train,{train_loss.item(),,
,{step+1},{args.num_iterations},train,{train_loss.item(),,
,394,5100,train,4.2424,431670,1124.14
,395,5100,train,4.2429,432777,1124.10
,396,5100,train,4.2204,433902,1124.10
,397,5100,train,4.0138,435012,1124.06
,398,5100,train,4.2492,436137,1124.06
,399,5100,train,4.2303,437240,1124.01
,400,5100,train,4.1666,438367,1124.02
,401,5100,train,4.2765,439475,1123.98
,402,5100,train,4.1643,440606,1124.00
,403,5100,train,4.4123,441715,1123.96
,404,5100,train,4.3394,442837,1123.95
,405,5100,train,4.2944,443951,1123.93
,406,5100,train,4.2966,445074,1123.93
,407,5100,train,4.2490,446182,1123.88
,408,5100,train,4.1721,447310,1123.89
,409,5100,train,4.2375,448415,1123.85
,410,5100,train,4.1785,449544,1123.86
,411,5100,train,4.2102,450655,1123.83
,412,5100,train,4.2087,451781,1123.83
,413,5100,train,4.1880,452892,1123.80
,414,5100,train,4.3048,454017,1123.81
,415,5100,train,4.1453,455131,1123.78
,416,5100,train,4.2082,456253,1123.77
,417,5100,train,4.3201,457356,1123.73
,418,5100,train,4.0812,458485,1123.74
,419,5100,train,4.3500,459595,1123.70
,420,5100,train,4.4130,460725,1123.72
,421,5100,train,4.1869,461834,1123.68
,422,5100,train,4.3213,462965,1123.70
,423,5100,train,4.0285,464075,1123.67
,424,5100,train,4.1792,465211,1123.70
,425,5100,train,4.0695,466317,1123.66
,426,5100,train,4.2673,467446,1123.67
,427,5100,train,4.2547,468556,1123.63
,428,5100,train,4.1708,469675,1123.62
,429,5100,train,4.2746,470777,1123.57
,430,5100,train,4.1122,471908,1123.59
,431,5100,train,4.0440,473015,1123.55
,432,5100,train,4.2512,474141,1123.56
,433,5100,train,4.2596,475254,1123.53
,434,5100,train,4.2597,476382,1123.54
,435,5100,train,4.1435,477494,1123.51
,436,5100,train,4.2315,478609,1123.50
,437,5100,train,4.2679,479714,1123.45
,438,5100,train,4.2000,480845,1123.47
,439,5100,train,4.2515,481953,1123.43
,440,5100,train,4.0884,483074,1123.43
,441,5100,train,4.1837,484185,1123.40
,442,5100,train,4.1429,485308,1123.40
,443,5100,train,4.0199,486414,1123.36
,444,5100,train,4.1766,487545,1123.37
,445,5100,train,4.4014,488653,1123.34
,446,5100,train,4.0401,489783,1123.36
,447,5100,train,4.2300,490893,1123.32
,448,5100,train,4.2452,492015,1123.32
,449,5100,train,4.1070,493128,1123.30
,450,5100,train,4.0759,494249,1123.29
,451,5100,train,4.1267,495354,1123.25
,452,5100,train,4.4685,496481,1123.26
,453,5100,train,4.3252,497592,1123.23
,454,5100,train,4.1741,498718,1123.24
,455,5100,train,4.0917,499831,1123.22
,456,5100,train,4.2063,500978,1123.27
,457,5100,train,4.1728,502081,1123.22
,458,5100,train,4.1549,503208,1123.23
,459,5100,train,4.2281,504315,1123.20
,460,5100,train,4.0772,505437,1123.19
,461,5100,train,4.1736,506545,1123.16
,462,5100,train,4.1299,507669,1123.16
,463,5100,train,3.9650,508774,1123.12
,464,5100,train,4.1098,509902,1123.13
,465,5100,train,4.2213,511008,1123.10
,466,5100,train,4.0953,512130,1123.09
,467,5100,train,4.1184,513235,1123.05
,468,5100,train,4.0934,514368,1123.07
,469,5100,train,4.2977,515474,1123.04
,470,5100,train,4.1459,516605,1123.06
,471,5100,train,3.9916,517715,1123.03
,472,5100,train,4.1982,518838,1123.03
,473,5100,train,4.0585,519944,1122.99
,474,5100,train,4.1779,521070,1123.00
,475,5100,train,4.2324,522175,1122.96
,476,5100,train,4.3999,523304,1122.97
,477,5100,train,4.2018,524414,1122.94
,478,5100,train,4.1748,525544,1122.96
,479,5100,train,4.1031,526654,1122.93
,480,5100,train,4.0484,527776,1122.93
,481,5100,train,4.1004,528887,1122.90
,482,5100,train,4.2186,530009,1122.90
,483,5100,train,4.1328,531115,1122.86
,484,5100,train,4.1805,532242,1122.87
,485,5100,train,4.1509,533352,1122.85
,486,5100,train,3.9763,534477,1122.85
,487,5100,train,4.1257,535583,1122.82
,488,5100,train,4.1182,536709,1122.82
,489,5100,train,4.1210,537814,1122.79
,490,5100,train,4.3389,538944,1122.80
,491,5100,train,4.0958,540054,1122.77
,492,5100,train,4.0219,541182,1122.78
,493,5100,train,4.1594,542293,1122.76
,494,5100,train,3.9377,543416,1122.76
,495,5100,train,4.1051,544527,1122.74
,496,5100,train,4.2807,545650,1122.74
,497,5100,train,4.1036,546755,1122.70
,498,5100,train,4.0652,547884,1122.71
,499,5100,train,4.0696,548994,1122.69
,500,5100,train,4.1825,550118,1122.69
,500,5100,val,4.0880,550119,1122.69
,501,5100,train,4.0803,551237,1122.68
,502,5100,train,4.0067,552362,1122.69
,503,5100,train,4.1249,553473,1122.66
,504,5100,train,3.9784,554598,1122.67
,505,5100,train,4.3711,555704,1122.63
,506,5100,train,4.0594,556830,1122.64
,507,5100,train,4.1451,557942,1122.62
,508,5100,train,4.3411,559064,1122.62
,509,5100,train,4.0095,560179,1122.60
,510,5100,train,4.1062,561300,1122.60
,511,5100,train,4.1184,562404,1122.56
,512,5100,train,3.9362,563545,1122.60
,513,5100,train,3.9243,564650,1122.56
,514,5100,train,4.1684,565776,1122.57
,515,5100,train,4.2880,566882,1122.54
,516,5100,train,4.1420,568015,1122.56
,517,5100,train,3.9835,569124,1122.53
,518,5100,train,4.1588,570243,1122.53
,519,5100,train,3.9046,571343,1122.48
,520,5100,train,4.1504,572475,1122.50
,521,5100,train,4.0162,573582,1122.47
,522,5100,train,3.9062,574708,1122.48
,523,5100,train,4.1669,575817,1122.45
,524,5100,train,3.9670,576938,1122.45
,525,5100,train,4.0313,578043,1122.41
,526,5100,train,4.0708,579172,1122.43
,527,5100,train,4.3132,580279,1122.40
,528,5100,train,4.0520,581406,1122.41
,529,5100,train,4.0107,582518,1122.39
,530,5100,train,4.0302,583639,1122.38
,531,5100,train,4.1407,584743,1122.35
,532,5100,train,4.0870,585871,1122.36
,533,5100,train,4.0873,586980,1122.33
,534,5100,train,4.1625,588100,1122.33
,535,5100,train,4.1230,589205,1122.29
,536,5100,train,4.0279,590333,1122.31
,537,5100,train,4.0512,591442,1122.28
,538,5100,train,3.9715,592570,1122.29
,539,5100,train,3.9671,593681,1122.27
,540,5100,train,4.0394,594799,1122.26
,541,5100,train,4.0013,595902,1122.23
,542,5100,train,4.0050,597053,1122.28
,543,5100,train,4.0693,598164,1122.26
,544,5100,train,4.0584,599288,1122.26
,545,5100,train,4.0878,600397,1122.24
,546,5100,train,4.1075,601518,1122.23
,547,5100,train,3.9508,602624,1122.20
,548,5100,train,4.2018,603754,1122.22
,549,5100,train,3.6651,604861,1122.19
,550,5100,train,4.1298,605993,1122.21
,551,5100,train,4.0862,607104,1122.19
,552,5100,train,3.9953,608226,1122.19
,553,5100,train,4.1256,609339,1122.17
,554,5100,train,4.0396,610459,1122.17
,555,5100,train,4.0293,611563,1122.13
,556,5100,train,4.1336,612693,1122.15
,557,5100,train,4.0662,613801,1122.12
,558,5100,train,3.9731,614918,1122.11
,559,5100,train,4.0662,616021,1122.08
,560,5100,train,3.9628,617153,1122.10
,561,5100,train,4.0189,618261,1122.07
,562,5100,train,4.0252,619390,1122.08
,563,5100,train,3.8536,620501,1122.06
,564,5100,train,4.0883,621620,1122.06
,565,5100,train,3.9701,622722,1122.02
,566,5100,train,3.9861,623852,1122.04
,567,5100,train,4.0864,624960,1122.01
,568,5100,train,4.0252,626080,1122.01
,569,5100,train,4.3296,627182,1121.97
,570,5100,train,4.0310,628313,1121.99
,571,5100,train,4.0049,629421,1121.96
,572,5100,train,3.9633,630645,1122.14
,573,5100,train,3.8670,631745,1122.11
,574,5100,train,3.9428,632874,1122.12
,575,5100,train,4.0916,633981,1122.09
,576,5100,train,3.9066,635104,1122.09
,577,5100,train,4.0343,636203,1122.05
,578,5100,train,4.0852,637333,1122.07
,579,5100,train,4.0080,638442,1122.04
,580,5100,train,4.2646,639562,1122.04
,581,5100,train,4.0223,640662,1122.00
,582,5100,train,4.0290,641792,1122.01
,583,5100,train,4.0214,642902,1121.99
,584,5100,train,4.0486,644024,1121.99
,585,5100,train,3.9757,645126,1121.96
,586,5100,train,3.9388,646255,1121.97
,587,5100,train,3.9866,647362,1121.94
,588,5100,train,4.3097,648493,1121.96
,589,5100,train,4.0462,649598,1121.93
,590,5100,train,3.8915,650719,1121.93
,591,5100,train,3.9716,651822,1121.90
,592,5100,train,3.9512,652944,1121.90
,593,5100,train,3.9076,654046,1121.86
,594,5100,train,4.0370,655174,1121.87
,595,5100,train,3.7989,656281,1121.85
,596,5100,train,4.2261,657406,1121.85
,597,5100,train,4.0934,658509,1121.82
,598,5100,train,3.8770,659634,1121.83
,599,5100,train,4.0093,660741,1121.80
,600,5100,train,3.9307,661863,1121.80
