experiment,step,total_steps,split,loss,train_time_ms,step_avg_ms
lazy_sched,405,5100,train,4.0782,444225,1124.62
lazy_sched,406,5100,train,4.0834,445357,1124.64
lazy_sched,407,5100,train,4.0423,446488,1124.65
lazy_sched,408,5100,train,3.9652,447621,1124.68
lazy_sched,409,5100,train,4.0339,448738,1124.66
lazy_sched,410,5100,train,3.9632,449854,1124.63
lazy_sched,411,5100,train,3.9946,450973,1124.62
lazy_sched,412,5100,train,3.9920,452092,1124.61
lazy_sched,413,5100,train,3.9772,453211,1124.59
lazy_sched,414,5100,train,4.0929,454332,1124.58
lazy_sched,415,5100,train,3.9422,455452,1124.57
lazy_sched,416,5100,train,4.0071,456572,1124.56
lazy_sched,417,5100,train,4.1128,457693,1124.55
lazy_sched,418,5100,train,3.8730,458814,1124.55
lazy_sched,419,5100,train,4.1499,459933,1124.53
lazy_sched,420,5100,train,4.2213,461052,1124.52
lazy_sched,421,5100,train,3.9804,462172,1124.51
lazy_sched,422,5100,train,4.1146,463292,1124.49
lazy_sched,423,5100,train,3.8179,464413,1124.49
lazy_sched,424,5100,train,3.9907,465533,1124.48
lazy_sched,425,5100,train,3.8724,466652,1124.46
lazy_sched,426,5100,train,4.0742,467772,1124.45
lazy_sched,427,5100,train,4.0513,468892,1124.44
lazy_sched,428,5100,train,3.9768,470013,1124.43
lazy_sched,429,5100,train,4.0763,471131,1124.42
lazy_sched,430,5100,train,3.9125,472251,1124.41
lazy_sched,431,5100,train,3.8472,473372,1124.40
lazy_sched,432,5100,train,4.0601,474493,1124.39
lazy_sched,433,5100,train,4.0784,475612,1124.38
lazy_sched,434,5100,train,4.0647,476733,1124.37
lazy_sched,435,5100,train,3.9594,477851,1124.36
lazy_sched,436,5100,train,4.0442,478971,1124.35
lazy_sched,437,5100,train,4.0640,480091,1124.33
lazy_sched,438,5100,train,4.0050,481223,1124.35
lazy_sched,439,5100,train,4.0650,482349,1124.36
lazy_sched,440,5100,train,3.9020,483483,1124.38
lazy_sched,441,5100,train,4.0068,484611,1124.39
lazy_sched,442,5100,train,3.9408,485744,1124.41
lazy_sched,443,5100,train,3.8309,486869,1124.41
lazy_sched,444,5100,train,3.9833,488003,1124.43
lazy_sched,445,5100,train,4.2209,489125,1124.43
lazy_sched,446,5100,train,3.8499,490253,1124.43
lazy_sched,447,5100,train,4.0464,491374,1124.42
lazy_sched,448,5100,train,4.0668,492493,1124.41
lazy_sched,449,5100,train,3.9125,493613,1124.40
lazy_sched,450,5100,train,3.8844,494731,1124.39
lazy_sched,451,5100,train,3.9547,495850,1124.38
lazy_sched,452,5100,train,4.2599,496973,1124.37
lazy_sched,453,5100,train,4.1531,498092,1124.36
lazy_sched,454,5100,train,4.0029,499213,1124.35
lazy_sched,455,5100,train,3.9153,500333,1124.34
lazy_sched,456,5100,train,4.0281,501453,1124.33
lazy_sched,457,5100,train,3.9771,502572,1124.32
lazy_sched,458,5100,train,3.9739,503693,1124.31
lazy_sched,459,5100,train,4.0586,504812,1124.30
lazy_sched,460,5100,train,3.8977,505931,1124.29
lazy_sched,461,5100,train,4.0012,507052,1124.28
lazy_sched,462,5100,train,3.9698,508171,1124.27
lazy_sched,463,5100,train,3.7944,509291,1124.26
lazy_sched,464,5100,train,3.9565,510413,1124.26
lazy_sched,465,5100,train,4.0508,511533,1124.25
lazy_sched,466,5100,train,3.9217,512653,1124.24
lazy_sched,467,5100,train,3.9328,513773,1124.23
lazy_sched,468,5100,train,3.9192,514891,1124.22
lazy_sched,469,5100,train,4.1139,516012,1124.21
lazy_sched,470,5100,train,3.9682,517132,1124.20
lazy_sched,471,5100,train,3.8173,518253,1124.19
lazy_sched,472,5100,train,4.0270,519372,1124.18
lazy_sched,473,5100,train,3.8854,520490,1124.17
lazy_sched,474,5100,train,4.0072,521612,1124.16
lazy_sched,475,5100,train,4.0738,522742,1124.18
lazy_sched,476,5100,train,4.2326,523868,1124.18
lazy_sched,477,5100,train,4.0308,525005,1124.21
lazy_sched,478,5100,train,4.0014,526134,1124.22
lazy_sched,479,5100,train,3.9368,527265,1124.23
lazy_sched,480,5100,train,3.8888,528393,1124.24
lazy_sched,481,5100,train,3.9315,529526,1124.26
lazy_sched,482,5100,train,4.0569,530659,1124.28
lazy_sched,483,5100,train,3.9647,531777,1124.26
lazy_sched,484,5100,train,4.0149,532894,1124.25
lazy_sched,485,5100,train,3.9803,534014,1124.24
lazy_sched,486,5100,train,3.8010,535130,1124.22
lazy_sched,487,5100,train,3.9494,536251,1124.22
lazy_sched,488,5100,train,3.9514,537374,1124.21
lazy_sched,489,5100,train,3.9519,538493,1124.20
lazy_sched,490,5100,train,4.1743,539613,1124.19
lazy_sched,491,5100,train,3.9159,540732,1124.18
lazy_sched,492,5100,train,3.8494,541854,1124.18
lazy_sched,493,5100,train,3.9928,542973,1124.17
lazy_sched,494,5100,train,3.7605,544092,1124.16
lazy_sched,495,5100,train,3.9325,545213,1124.15
lazy_sched,496,5100,train,4.1079,546334,1124.14
lazy_sched,497,5100,train,3.9356,547452,1124.13
lazy_sched,498,5100,train,3.9081,548573,1124.12
lazy_sched,499,5100,train,3.9045,549693,1124.12
lazy_sched,500,5100,train,4.0190,550812,1124.11
lazy_sched,500,5100,val,3.9201,550812,1124.11
lazy_sched,501,5100,train,3.9100,551940,1124.11
lazy_sched,502,5100,train,3.8374,553061,1124.11
lazy_sched,503,5100,train,3.9566,554183,1124.10
lazy_sched,504,5100,train,3.8062,555304,1124.10
lazy_sched,505,5100,train,4.2219,556434,1124.11
lazy_sched,506,5100,train,3.8984,557559,1124.11
lazy_sched,507,5100,train,3.9871,558692,1124.13
